-0.511424764E1,   -0.508230349E1,   -0.503452047E1,   -0.503178655E1,   -0.512268575E1
-0.425743601E1,   -0.473602278E1,   -0.822959678E0,   -0.376510267E1,   -0.569749961E1
-0.116115293E1,   -0.185257187E1,   -0.566863913E1,   -0.777131493E1,   -0.953469705E0
0.903010818E0,      0.115714920E1,      0.193156537E1,      0.144559465E1,      0.475392426E0
0.306393229E-1,   0.326127057E0,      0.614523475E0,      0.884483425E0,      0.399019793E0
-0.482727638E0,   -0.255746003E0,   -0.401850350E0,   0.973261500E-1,   -0.535686282E0
0.609530095E-1,   -0.121452200E-2,   0.828348880E0,      0.922678262E0,      -0.324751963E0
-0.849436923E0,   -0.995826514E0,   -0.141944181E1,   -0.505486549E0,   -0.648172781E0
-0.148260980E1,   -0.121337175E1,   -0.149303317E1,   -0.175175554E1,   -0.134307736E1
0.362483079E-2,   0.135401332E0,      -0.101959190E1,   -0.119592294E2,   0.376343898E-1
-0.282368870E-2,   0.587827922E-1,   -0.152848879E0,   -0.314187328E1,   0.185768643E-1
0.655194092E-2,   0.103792048E0,      0.172566911E0,      -0.159588592E1,   0.208685298E-1
-0.118076883E-2,   0.281367204E-1,   0.123221687E-1,   -0.110427750E1,   0.104907424E-1
0.267103476E-1,   0.466004385E-1,   -0.100566414E1,   -0.283555072E1,   0.782433560E-2
0.131017125E-1,   0.101301826E-1,   -0.651798675E0,   -0.141483053E1,   0.189873465E-1
0.145918221E-1,   -0.512549289E-1,   -0.554593690E0,   -0.489668832E1,   -0.222332010E-1
0.112176977E-1,   -0.427371460E-1,   0.329865430E0,      -0.135461398E1,   -0.146786284E-1
0.111357163E0,      0.112830624E0,      -0.145021865E0,   0.564521782E1,      0.226506657E-1
0.325969493E-1,   0.103419159E0,      0.990420811E0,      -0.354055305E0,   0.218482111E-1
-0.555205059E-1,   -0.962540971E-1,   0.341499700E-2,   0.382300487E1,      0.936405658E-2
0.616726547E-2,   -0.221853840E-1,   -0.406049402E-1,   -0.127554450E0,   0.713292586E-2
-0.461868573E-2,   0.852145060E-2,   0.930442901E0,      0.236056581E1,      -0.113805789E-1
-0.806447857E-2,   -0.276140270E-1,   0.243860719E0,      0.572769698E0,      -0.126174063E-1
-0.261236310E-1,   -0.156366250E-1,   -0.372938280E-1,   -0.299306179E-1,   0.374105167E-3
0.156812161E-2,   0.583713002E-1,   0.137474019E0,      -0.218783861E0,   0.298742271E-1
